transaction_id,date,customer_id,product_name,category,quantity,unit_price,total_amount,region,payment_method,shipping_cost
T24221,2023-01-23,C3768,Running Shoes,Sports,1,119.99,119.99,West,Gift Card,9.99
T24222,2023-01-23,C1116,Backpack,Office,1,59.99,59.99,North,Debit Card,9.99
T24223,2023-01-23,C3378,Phone Case,Electronics,1,19.99,19.99,South,Debit Card,4.99
T24224,2023-01-23,C1712,Running Shoes,Sports,1,119.99,119.99,South,PayPal,9.99
T24225,2023-01-23,C4854,Notebook Set,Office,1,14.99,14.99,Central,Gift Card,4.99
T24226,2023-01-23,C2135,Running Shoes,Sports,1,119.99,119.99,West,PayPal,9.99
T24227,2023-01-23,C2487,Coffee Maker,Home,3,89.99,269.97,North,Gift Card,0.0
T24228,2023-01-23,C3149,Desk Lamp,Home,1,33.05,33.05,South,Debit Card,0.0
T24229,2023-01-23,C1745,Water Bottle,Sports,1,24.99,24.99,South,Gift Card,4.99
T24230,2023-01-23,C4849,Bluetooth Speaker,Electronics,2,69.99,139.98,West,Credit Card,4.99
T24231,2023-01-23,C2771,Backpack,Office,1,59.99,59.99,East,Gift Card,0.0
T24232,2023-01-23,C1678,Running Shoes,Sports,1,119.99,119.99,Central,Credit Card,9.99
T24233,2023-01-23,C3515,Running Shoes,Sports,2,119.99,239.98,East,Credit Card,9.99
T24234,2023-01-23,C3286,Backpack,Office,1,59.99,59.99,Central,Gift Card,0.0
T24235,2023-01-23,C3052,Coffee Maker,Home,1,89.99,89.99,West,PayPal,4.99
T24236,2023-01-23,C2976,Phone Case,Electronics,3,18.49,55.47,East,Credit Card,9.99
T24237,2023-01-23,C2186,Backpack,Office,1,59.99,59.99,North,PayPal,4.99
T24238,2023-01-23,C3127,Wireless Earbuds,Electronics,1,79.99,79.99,West,Debit Card,4.99
T24239,2023-01-23,C3162,Phone Case,Electronics,1,19.99,19.99,Central,Debit Card,9.99
T24240,2023-01-23,C4668,Wireless Earbuds,Electronics,1,79.99,79.99,South,PayPal,0.0
T24241,2023-01-23,C2848,Coffee Maker,Home,3,89.99,269.97,East,Debit Card,4.99
T24242,2023-01-23,C4822,Yoga Mat,Sports,2,29.99,59.98,Central,PayPal,4.99
T24243,2023-01-23,C1874,Desk Lamp,Home,1,39.99,39.99,West,Credit Card,9.99
T24244,2023-01-23,C2801,Phone Case,Electronics,3,17.86,53.58,Central,Gift Card,0.0
T24245,2023-01-23,C4485,Desk Lamp,Home,2,39.99,79.98,West,Credit Card,4.99
T24246,2023-01-23,C4049,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Debit Card,0.0
T24247,2023-01-23,C1639,Desk Lamp,Home,1,39.99,39.99,West,PayPal,9.99
T24248,2023-01-23,C2437,Phone Case,Electronics,1,19.99,19.99,West,PayPal,0.0
T24249,2023-01-23,C4911,Bluetooth Speaker,Electronics,1,62.36,62.36,South,Credit Card,9.99
T24250,2023-01-23,C3154,Desk Lamp,Home,1,36.42,36.42,South,Debit Card,0.0
T24251,2023-01-23,C3715,Backpack,Office,1,59.99,59.99,Central,Debit Card,4.99
T24252,2023-01-23,C1776,Wireless Earbuds,Electronics,1,79.99,79.99,South,,0.0
T24253,2023-01-23,C3976,Water Bottle,Sports,2,24.99,49.98,East,Credit Card,9.99
T24254,2023-01-23,C3241,Wireless Earbuds,Electronics,2,75.47,150.95,North,Credit Card,0.0
T24255,2023-01-23,C1970,Bluetooth Speaker,Electronics,1,69.99,69.99,West,Credit Card,9.99
T24256,2023-01-23,C4211,Wireless Earbuds,Electronics,2,79.99,159.98,Central,Credit Card,9.99
T24257,2023-01-23,C4788,Bluetooth Speaker,Electronics,1,69.99,69.99,North,Credit Card,0.0
T24258,2023-01-23,C4551,Laptop Stand,Electronics,1,49.99,49.99,South,Credit Card,4.99
T24259,2023-01-23,C3291,Running Shoes,Sports,1,119.99,119.99,Central,Credit Card,9.99
T24260,2023-01-23,C3539,Phone Case,Electronics,2,19.99,39.98,North,PayPal,4.99
T24261,2023-01-23,C2254,Bluetooth Speaker,Electronics,2,69.99,139.98,Central,Debit Card,0.0
T24262,2023-01-23,C2103,Laptop Stand,Electronics,2,49.99,99.98,Central,PayPal,0.0
T24263,2023-01-23,C1069,Coffee Maker,Home,2,89.99,179.98,East,Debit Card,9.99
T24264,2023-01-23,C4811,Phone Case,Electronics,1,19.99,19.99,North,PayPal,0.0
T24265,2023-01-24,C4303,Bluetooth Speaker,Electronics,1,69.99,69.99,North,PayPal,0.0
T24266,2023-01-24,C4748,Coffee Maker,Home,1,89.99,89.99,North,Gift Card,0.0
T24267,2023-01-24,C2008,Desk Lamp,Home,1,39.99,39.99,East,Credit Card,4.99
T24268,2023-01-24,C3961,Running Shoes,Sports,1,119.99,119.99,Central,Debit Card,0.0
T24269,2023-01-24,C4220,Yoga Mat,Sports,1,24.4,24.4,South,Credit Card,9.99
T24270,2023-01-24,C2886,Notebook Set,Office,1,14.99,14.99,East,Credit Card,0.0
T24271,2023-01-24,C3983,Laptop Stand,Electronics,1,49.99,49.99,North,PayPal,4.99
T24272,2023-01-24,C2516,Notebook Set,Office,1,14.99,14.99,North,PayPal,4.99
T24273,2023-01-24,C3111,Coffee Maker,Home,1,89.99,89.99,East,Debit Card,4.99
T24274,2023-01-24,C3842,Water Bottle,Sports,1,24.99,24.99,East,Credit Card,0.0
T24275,2023-01-24,C1319,Phone Case,Electronics,3,19.99,59.97,East,Debit Card,9.99
T24276,2023-01-24,C2121,Notebook Set,Office,2,14.99,29.98,West,Gift Card,0.0
T24277,2023-01-24,C3715,Desk Lamp,Home,1,39.99,39.99,West,Debit Card,0.0
T24278,2023-01-24,C4734,Notebook Set,Office,3,14.99,44.97,East,Credit Card,0.0
T24279,2023-01-24,C4576,Yoga Mat,Sports,1,29.99,29.99,South,Gift Card,4.99
T24280,2023-01-24,C1037,Running Shoes,Sports,1,119.99,119.99,South,Debit Card,4.99
T24281,2023-01-24,C3587,Yoga Mat,Sports,1,29.99,29.99,Central,Debit Card,0.0
T24282,2023-01-24,C1850,Phone Case,Electronics,1,19.99,19.99,South,Credit Card,4.99
T24283,2023-01-24,C4860,Water Bottle,Sports,1,24.99,24.99,North,PayPal,9.99
T24284,2023-01-24,C2203,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Debit Card,0.0
T24285,2023-01-24,C2557,Wireless Earbuds,Electronics,1,69.2,69.2,Central,,9.99
T24286,2023-01-24,C1085,Laptop Stand,Electronics,1,49.99,49.99,Central,Credit Card,4.99
T24287,2023-01-24,C1930,Coffee Maker,Home,2,82.82,165.63,South,PayPal,4.99
T24288,2023-01-24,C3812,Phone Case,Electronics,1,19.99,19.99,North,Gift Card,4.99
T24289,2023-01-24,C2684,Backpack,Office,2,59.99,119.98,Central,,9.99
T24290,2023-01-24,C4229,Kitchen Knife Set,Home,1,99.99,99.99,West,PayPal,9.99
T24291,2023-01-24,C2242,Bluetooth Speaker,Electronics,3,69.99,209.97,South,Credit Card,0.0
T24292,2023-01-24,C4650,Notebook Set,Office,1,14.99,14.99,South,Credit Card,9.99
T24293,2023-01-24,C2919,Coffee Maker,Home,2,89.99,179.98,South,Gift Card,0.0
T24294,2023-01-24,C4277,Desk Lamp,Home,2,39.99,79.98,South,PayPal,0.0
T24295,2023-01-24,C3386,Coffee Maker,Home,1,89.99,89.99,West,Credit Card,4.99
T24296,2023-01-24,C2048,Phone Case,Electronics,1,16.12,16.12,East,PayPal,9.99
T24297,2023-01-24,C1089,Kitchen Knife Set,Home,1,99.99,99.99,East,Gift Card,0.0
T24298,2023-01-24,C4409,Phone Case,Electronics,3,17.72,53.16,West,PayPal,0.0
T24299,2023-01-24,C3665,Desk Lamp,Home,1,39.99,39.99,South,Gift Card,4.99
T24300,2023-01-24,C1596,Wireless Earbuds,Electronics,1,66.11,66.11,West,Debit Card,4.99
T24301,2023-01-24,C1060,Desk Lamp,Home,1,36.68,36.68,Central,Gift Card,4.99
T24302,2023-01-24,C3783,Desk Lamp,Home,1,39.99,39.99,Central,Gift Card,4.99
T24303,2023-01-24,C4250,Coffee Maker,Home,1,70.53,70.53,South,PayPal,0.0
T24304,2023-01-24,C2730,Laptop Stand,Electronics,2,49.99,99.98,Central,Gift Card,9.99
T24305,2023-01-24,C1433,Yoga Mat,Sports,1,29.99,29.99,Central,Gift Card,4.99
T24306,2023-01-24,C3581,Wireless Earbuds,Electronics,3,79.99,239.97,West,Gift Card,4.99
T24307,2023-01-24,C2450,Backpack,Office,1,59.99,59.99,North,Debit Card,0.0
T24308,2023-01-24,C4212,Coffee Maker,Home,1,89.99,89.99,East,Debit Card,9.99
T24309,2023-01-24,C1824,Kitchen Knife Set,Home,1,99.99,99.99,South,Debit Card,0.0
T24310,2023-01-24,C1473,Coffee Maker,Home,2,89.99,179.98,Central,Credit Card,0.0
T24311,2023-01-24,C2448,Notebook Set,Office,1,14.99,14.99,East,Credit Card,0.0
T24312,2023-01-24,C1167,Desk Lamp,Home,1,39.99,39.99,West,Gift Card,4.99
T24313,2023-01-24,C1516,Phone Case,Electronics,1,15.75,15.75,South,Gift Card,9.99
T24314,2023-01-24,C2691,Water Bottle,Sports,1,20.41,20.41,East,Debit Card,0.0
T24315,2023-01-24,C4364,Yoga Mat,Sports,2,26.21,52.42,North,Debit Card,0.0
T24316,2023-01-24,C2114,Wireless Earbuds,Electronics,1,79.99,79.99,West,Gift Card,9.99
T24317,2023-01-24,C3154,Notebook Set,Office,1,14.99,14.99,East,Credit Card,4.99
T24318,2023-01-24,C1948,Backpack,Office,1,55.07,55.07,South,PayPal,0.0
T24319,2023-01-24,C3417,Phone Case,Electronics,1,16.45,16.45,North,Gift Card,0.0
T24320,2023-01-24,C2693,Phone Case,Electronics,1,17.63,17.63,South,Gift Card,4.99
T24321,2023-01-24,C3700,Laptop Stand,Electronics,1,49.99,49.99,South,Credit Card,4.99
T24322,2023-01-24,C4262,Running Shoes,Sports,1,96.25,96.25,North,PayPal,0.0
T24323,2023-01-24,C2505,Bluetooth Speaker,Electronics,1,69.99,69.99,North,Credit Card,9.99
T24324,2023-01-25,C4825,Coffee Maker,Home,1,89.99,89.99,West,Credit Card,0.0
T24325,2023-01-25,C1718,Water Bottle,Sports,1,24.99,24.99,East,Debit Card,4.99
T24326,2023-01-25,C2837,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Credit Card,9.99
T24327,2023-01-25,C3224,Water Bottle,Sports,1,24.99,24.99,North,Credit Card,9.99
T24328,2023-01-25,C2951,Water Bottle,Sports,2,24.99,49.98,East,Debit Card,0.0
T24329,2023-01-25,C2032,Kitchen Knife Set,Home,1,99.99,99.99,North,Gift Card,4.99
T24330,2023-01-25,C2734,Coffee Maker,Home,1,89.99,89.99,Central,Gift Card,0.0
T24331,2023-01-25,C2841,Wireless Earbuds,Electronics,1,79.99,79.99,West,Debit Card,9.99
T24332,2023-01-25,C2284,Running Shoes,Sports,1,119.99,119.99,Central,Debit Card,9.99
T24333,2023-01-25,C4083,Laptop Stand,Electronics,2,40.79,81.58,West,Credit Card,0.0
T24334,2023-01-25,C3126,Bluetooth Speaker,Electronics,1,55.12,55.12,East,Debit Card,0.0
T24335,2023-01-25,C1570,Desk Lamp,Home,1,31.69,31.69,Central,Debit Card,9.99
T24336,2023-01-25,C3371,Desk Lamp,Home,1,34.73,34.73,North,Gift Card,4.99
T24337,2023-01-25,C3224,Coffee Maker,Home,2,89.99,179.98,Central,Gift Card,9.99
T24338,2023-01-25,C4977,Desk Lamp,Home,3,35.11,105.32,East,Credit Card,0.0
T24339,2023-01-25,C2814,Notebook Set,Office,1,14.99,14.99,North,Debit Card,0.0
T24340,2023-01-25,C1829,Phone Case,Electronics,2,19.99,39.98,West,PayPal,0.0
T24341,2023-01-25,C2448,Kitchen Knife Set,Home,1,99.99,99.99,Central,PayPal,4.99
T24342,2023-01-25,C2777,Backpack,Office,1,59.99,59.99,North,Debit Card,0.0
T24343,2023-01-25,C1196,Yoga Mat,Sports,1,29.99,29.99,Central,PayPal,9.99
T24344,2023-01-25,C4497,Laptop Stand,Electronics,1,41.31,41.31,Central,PayPal,0.0
T24345,2023-01-25,C2213,Backpack,Office,1,59.99,59.99,South,PayPal,4.99
T24346,2023-01-25,C4485,Bluetooth Speaker,Electronics,2,69.99,139.98,,Credit Card,9.99
T24347,2023-01-25,C3586,Phone Case,Electronics,1,19.99,19.99,South,PayPal,0.0
T24348,2023-01-25,C3037,Bluetooth Speaker,Electronics,1,69.99,69.99,West,Gift Card,4.99
T24349,2023-01-25,C3676,Notebook Set,Office,1,14.99,14.99,South,Debit Card,4.99
T24350,2023-01-25,C1846,Desk Lamp,Home,1,39.99,39.99,Central,PayPal,4.99
T24351,2023-01-25,C2737,Coffee Maker,Home,1,89.99,89.99,South,Credit Card,4.99
T24352,2023-01-25,C3283,Laptop Stand,Electronics,1,49.99,49.99,East,Debit Card,0.0
T24353,2023-01-25,C4557,Laptop Stand,Electronics,1,44.26,44.26,West,Credit Card,0.0
T24354,2023-01-25,C1201,Bluetooth Speaker,Electronics,1,69.99,69.99,South,Debit Card,9.99
T24355,2023-01-25,C3414,Bluetooth Speaker,Electronics,1,69.99,69.99,South,Credit Card,9.99
T24356,2023-01-25,C3853,Water Bottle,Sports,1,24.99,24.99,North,Debit Card,0.0
T24357,2023-01-25,C1641,Phone Case,Electronics,1,19.99,19.99,West,Debit Card,9.99
T24358,2023-01-25,C3285,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,Credit Card,9.99
T24359,2023-01-25,C3585,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,Credit Card,4.99
T24360,2023-01-25,C3132,Water Bottle,Sports,1,24.99,24.99,South,Debit Card,4.99
T24361,2023-01-25,C2362,Running Shoes,Sports,1,119.99,119.99,North,Debit Card,9.99
T24362,2023-01-25,C3654,Desk Lamp,Home,2,39.99,79.98,South,Gift Card,4.99
T24363,2023-01-25,C4135,Wireless Earbuds,Electronics,2,79.99,159.98,Central,Credit Card,0.0
T24364,2023-01-25,C3049,Laptop Stand,Electronics,2,49.99,99.98,East,Debit Card,0.0
T24365,2023-01-25,C4714,Water Bottle,Sports,1,24.99,24.99,West,PayPal,4.99
T24366,2023-01-25,C2442,Phone Case,Electronics,1,19.99,19.99,North,Debit Card,4.99
T24367,2023-01-25,C1619,Running Shoes,Sports,1,119.99,119.99,South,PayPal,0.0
T24368,2023-01-25,C4580,Wireless Earbuds,Electronics,1,79.99,79.99,East,PayPal,9.99
T24369,2023-01-25,C4407,Yoga Mat,Sports,1,28.02,28.02,East,PayPal,9.99
T24370,2023-01-25,C4627,Coffee Maker,Home,2,89.99,179.98,East,Debit Card,9.99
T24371,2023-01-25,C3078,Laptop Stand,Electronics,1,49.99,49.99,Central,Credit Card,9.99
T24372,2023-01-26,C4641,Laptop Stand,Electronics,1,49.99,49.99,East,Debit Card,9.99
T24373,2023-01-26,C4485,Desk Lamp,Home,1,39.99,39.99,Central,Debit Card,4.99
T24374,2023-01-26,C4954,Desk Lamp,Home,1,39.99,39.99,West,PayPal,9.99
T24375,2023-01-26,C2668,Wireless Earbuds,Electronics,1,79.99,79.99,East,Debit Card,9.99
T24376,2023-01-26,C1634,Phone Case,Electronics,2,19.99,39.98,South,Credit Card,0.0
T24377,2023-01-26,C4759,Phone Case,Electronics,1,18.1,18.1,East,PayPal,4.99
T24378,2023-01-26,C3988,Kitchen Knife Set,Home,2,99.99,199.98,East,Credit Card,4.99
T24379,2023-01-26,C3431,Backpack,Office,1,49.81,49.81,West,Gift Card,9.99
T24380,2023-01-26,C2029,Kitchen Knife Set,Home,1,99.99,99.99,North,PayPal,9.99
T24381,2023-01-26,C3951,Backpack,Office,1,59.99,59.99,East,Debit Card,0.0
T24382,2023-01-26,C3331,Backpack,Office,2,59.99,119.98,South,Gift Card,0.0
T24383,2023-01-26,C3453,Wireless Earbuds,Electronics,1,79.99,79.99,East,PayPal,4.99
T24384,2023-01-26,C3515,Notebook Set,Office,1,14.99,14.99,South,,9.99
T24385,2023-01-26,C1659,Backpack,Office,1,59.99,59.99,North,Gift Card,4.99
T24386,2023-01-26,C2491,Backpack,Office,1,59.99,59.99,South,Credit Card,0.0
T24387,2023-01-26,C3733,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Credit Card,0.0
T24388,2023-01-26,C2921,Bluetooth Speaker,Electronics,2,69.99,139.98,West,Gift Card,4.99
T24389,2023-01-26,C3897,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Gift Card,4.99
T24390,2023-01-26,C1660,Desk Lamp,Home,1,39.99,39.99,Central,PayPal,0.0
T24391,2023-01-26,C2941,Backpack,Office,3,54.19,162.56,East,Credit Card,0.0
T24392,2023-01-26,C4519,Kitchen Knife Set,Home,2,99.99,199.98,North,Credit Card,0.0
T24393,2023-01-26,C4575,Notebook Set,Office,1,14.99,14.99,East,Credit Card,0.0
T24394,2023-01-26,C2178,Notebook Set,Office,1,14.99,14.99,East,Debit Card,9.99
T24395,2023-01-26,C3671,Bluetooth Speaker,Electronics,1,69.99,69.99,South,Gift Card,0.0
T24396,2023-01-26,C3021,Phone Case,Electronics,2,19.99,39.98,South,PayPal,0.0
T24397,2023-01-26,C1803,Wireless Earbuds,Electronics,2,79.99,159.98,East,PayPal,4.99
T24398,2023-01-26,C3016,Laptop Stand,Electronics,2,49.99,99.98,West,PayPal,9.99
T24399,2023-01-26,C2156,Kitchen Knife Set,Home,1,99.99,99.99,South,Gift Card,0.0
T24400,2023-01-26,C2487,Desk Lamp,Home,1,39.99,39.99,East,PayPal,9.99
T24401,2023-01-26,C2789,Kitchen Knife Set,Home,1,99.99,99.99,North,Credit Card,4.99
T24402,2023-01-26,C4649,Laptop Stand,Electronics,1,49.99,49.99,Central,PayPal,0.0
T24403,2023-01-26,C1216,Wireless Earbuds,Electronics,2,79.99,159.98,North,Debit Card,0.0
T24404,2023-01-26,C2574,Water Bottle,Sports,1,24.99,24.99,West,PayPal,4.99
T24405,2023-01-26,C1607,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Gift Card,4.99
T24406,2023-01-26,C2701,Wireless Earbuds,Electronics,2,79.99,159.98,East,PayPal,0.0
T24407,2023-01-26,C3730,Backpack,Office,1,59.99,59.99,West,Debit Card,4.99
T24408,2023-01-26,C4856,Backpack,Office,1,59.99,59.99,Central,PayPal,9.99
T24409,2023-01-26,C4453,Running Shoes,Sports,2,119.99,239.98,Central,Credit Card,4.99
T24410,2023-01-26,C2886,Water Bottle,Sports,2,21.39,42.79,West,Debit Card,4.99
T24411,2023-01-26,C1394,Water Bottle,Sports,2,24.99,49.98,South,Credit Card,0.0
T24412,2023-01-26,C2638,Water Bottle,Sports,1,24.99,24.99,North,Debit Card,4.99
T24413,2023-01-26,C3533,Backpack,Office,1,59.99,59.99,Central,,9.99
T24414,2023-01-26,C2975,Laptop Stand,Electronics,1,42.25,42.25,Central,PayPal,4.99
T24415,2023-01-26,C2196,Notebook Set,Office,1,14.99,14.99,Central,PayPal,0.0
T24416,2023-01-26,C4735,Bluetooth Speaker,Electronics,1,69.99,69.99,North,PayPal,0.0
T24417,2023-01-26,C1629,Desk Lamp,Home,2,39.99,79.98,West,Credit Card,4.99
T24418,2023-01-26,C2008,Running Shoes,Sports,1,119.99,119.99,South,Debit Card,4.99
T24419,2023-01-26,C3046,Phone Case,Electronics,1,19.99,19.99,West,PayPal,4.99
T24420,2023-01-26,C2582,Desk Lamp,Home,2,39.99,79.98,North,Credit Card,9.99
T24421,2023-01-26,C3828,Phone Case,Electronics,2,19.99,39.98,Central,Credit Card,0.0
T24422,2023-01-26,C4272,Backpack,Office,1,59.99,59.99,West,Credit Card,0.0
T24423,2023-01-26,C4149,Kitchen Knife Set,Home,2,99.99,199.98,,Gift Card,4.99
T24424,2023-01-27,C3957,Wireless Earbuds,Electronics,1,79.99,79.99,North,Gift Card,0.0
T24425,2023-01-27,C2852,Running Shoes,Sports,1,119.99,119.99,Central,PayPal,0.0
T24426,2023-01-27,C3364,Running Shoes,Sports,1,119.99,119.99,East,PayPal,9.99
T24427,2023-01-27,C1482,Backpack,Office,1,59.99,59.99,South,Gift Card,0.0
T24428,2023-01-27,C3203,Wireless Earbuds,Electronics,1,73.42,73.42,Central,PayPal,4.99
T24429,2023-01-27,C1572,Water Bottle,Sports,1,24.99,24.99,West,Credit Card,9.99
T24430,2023-01-27,C3826,Water Bottle,Sports,1,24.99,24.99,Central,Gift Card,9.99
T24431,2023-01-27,C2534,Yoga Mat,Sports,2,29.99,59.98,West,Credit Card,9.99
T24432,2023-01-27,C3377,Laptop Stand,Electronics,2,40.54,81.08,East,PayPal,0.0
T24433,2023-01-27,C1386,Laptop Stand,Electronics,1,49.99,49.99,South,Debit Card,0.0
T24434,2023-01-27,C1445,Coffee Maker,Home,1,89.99,89.99,East,Credit Card,4.99
T24435,2023-01-27,C1478,Water Bottle,Sports,2,24.99,49.98,South,PayPal,9.99
T24436,2023-01-27,C2245,Coffee Maker,Home,2,89.99,179.98,West,Credit Card,0.0
T24437,2023-01-27,C4995,Wireless Earbuds,Electronics,2,79.99,159.98,South,Credit Card,4.99
T24438,2023-01-27,C4010,Backpack,Office,3,59.99,179.97,North,Gift Card,9.99
T24439,2023-01-27,C4651,Laptop Stand,Electronics,3,49.99,149.97,Central,PayPal,9.99
T24440,2023-01-27,C4706,Phone Case,Electronics,1,19.99,19.99,East,PayPal,4.99
T24441,2023-01-27,C3014,Notebook Set,Office,1,14.99,14.99,North,Debit Card,0.0
T24442,2023-01-27,C3810,Desk Lamp,Home,2,34.99,69.97,North,Credit Card,4.99
T24443,2023-01-27,C2557,Water Bottle,Sports,1,24.99,24.99,South,Credit Card,4.99
T24444,2023-01-27,C1043,Water Bottle,Sports,2,24.99,49.98,South,Debit Card,9.99
T24445,2023-01-27,C4737,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,Credit Card,4.99
T24446,2023-01-27,C3571,Phone Case,Electronics,2,19.99,39.98,West,Gift Card,9.99
T24447,2023-01-27,C3449,Running Shoes,Sports,1,119.99,119.99,South,Credit Card,4.99
T24448,2023-01-27,C3533,Coffee Maker,Home,1,89.99,89.99,Central,Credit Card,0.0
T24449,2023-01-27,C3896,Kitchen Knife Set,Home,1,99.99,99.99,,PayPal,4.99
T24450,2023-01-27,C4680,Wireless Earbuds,Electronics,2,79.99,159.98,East,Debit Card,9.99
T24451,2023-01-27,C3103,Desk Lamp,Home,1,35.23,35.23,East,PayPal,4.99
T24452,2023-01-27,C3453,Phone Case,Electronics,2,19.99,39.98,East,Debit Card,9.99
T24453,2023-01-27,C4116,Phone Case,Electronics,2,19.99,39.98,West,PayPal,4.99
T24454,2023-01-27,C1794,Yoga Mat,Sports,2,29.99,59.98,South,Gift Card,0.0
T24455,2023-01-27,C1427,Desk Lamp,Home,2,39.99,79.98,West,PayPal,4.99
T24456,2023-01-27,C2072,Phone Case,Electronics,1,19.99,19.99,South,Credit Card,4.99
T24457,2023-01-27,C4191,Running Shoes,Sports,1,119.99,119.99,Central,Credit Card,4.99
T24458,2023-01-27,C1142,Notebook Set,Office,1,14.99,14.99,South,PayPal,4.99
T24459,2023-01-27,C1181,Kitchen Knife Set,Home,2,99.99,199.98,West,Gift Card,0.0
T24460,2023-01-27,C2260,Backpack,Office,2,55.57,111.15,West,Gift Card,4.99
T24461,2023-01-27,C2310,Coffee Maker,Home,1,89.99,89.99,South,Gift Card,9.99
T24462,2023-01-27,C1070,Kitchen Knife Set,Home,1,99.99,99.99,West,Debit Card,0.0
T24463,2023-01-27,C4885,Water Bottle,Sports,1,24.99,24.99,Central,Debit Card,9.99
T24464,2023-01-27,C3344,Yoga Mat,Sports,1,23.12,23.12,West,Debit Card,9.99
T24465,2023-01-27,C2532,Phone Case,Electronics,1,19.99,19.99,West,PayPal,9.99
T24466,2023-01-27,C3844,Bluetooth Speaker,Electronics,1,69.99,69.99,South,PayPal,9.99
T24467,2023-01-27,C4373,Backpack,Office,1,59.99,59.99,West,Debit Card,0.0
T24468,2023-01-27,C2419,Notebook Set,Office,1,13.25,13.25,West,Debit Card,0.0
T24469,2023-01-27,C1473,Running Shoes,Sports,1,119.99,119.99,South,Debit Card,9.99
T24470,2023-01-27,C4391,Backpack,Office,1,59.99,59.99,South,Debit Card,4.99
T24471,2023-01-27,C1517,Backpack,Office,1,59.99,59.99,Central,Gift Card,4.99
T24472,2023-01-27,C2964,Kitchen Knife Set,Home,1,88.11,88.11,West,Debit Card,0.0
T24473,2023-01-27,C1805,Coffee Maker,Home,1,89.99,89.99,South,Credit Card,4.99
T24474,2023-01-27,C3006,Kitchen Knife Set,Home,1,99.99,99.99,West,Gift Card,9.99
T24475,2023-01-27,C1215,Backpack,Office,1,59.99,59.99,South,Credit Card,9.99
T24476,2023-01-27,C4762,Wireless Earbuds,Electronics,1,79.99,79.99,East,PayPal,0.0
T24477,2023-01-27,C3310,Laptop Stand,Electronics,2,49.99,99.98,East,Credit Card,9.99
T24478,2023-01-27,C2203,Phone Case,Electronics,1,19.99,19.99,West,Debit Card,9.99
T24479,2023-01-27,C3430,Phone Case,Electronics,1,15.09,15.09,Central,Debit Card,9.99
T24480,2023-01-27,C2491,Kitchen Knife Set,Home,1,76.62,76.62,Central,,4.99
T24481,2023-01-27,C4211,Yoga Mat,Sports,1,29.99,29.99,North,PayPal,9.99
T24482,2023-01-28,C2601,Bluetooth Speaker,Electronics,1,69.99,69.99,South,Debit Card,0.0
T24483,2023-01-28,C3113,Phone Case,Electronics,1,19.99,19.99,East,Gift Card,9.99
T24484,2023-01-28,C3573,Water Bottle,Sports,1,24.99,24.99,North,Gift Card,0.0
T24485,2023-01-28,C4743,Notebook Set,Office,1,11.66,11.66,South,Debit Card,4.99
T24486,2023-01-28,C4923,Coffee Maker,Home,1,89.99,89.99,North,PayPal,0.0
T24487,2023-01-28,C1778,Notebook Set,Office,1,14.99,14.99,North,Credit Card,4.99
T24488,2023-01-28,C1982,Laptop Stand,Electronics,1,49.99,49.99,Central,PayPal,9.99
T24489,2023-01-28,C1428,Running Shoes,Sports,1,119.99,119.99,East,PayPal,0.0
T24490,2023-01-28,C4279,Phone Case,Electronics,2,19.99,39.98,Central,Credit Card,0.0
T24491,2023-01-28,C2158,Kitchen Knife Set,Home,1,99.99,99.99,West,Gift Card,0.0
T24492,2023-01-28,C4646,Yoga Mat,Sports,1,29.99,29.99,East,Gift Card,9.99
T24493,2023-01-28,C1420,Wireless Earbuds,Electronics,1,74.95,74.95,East,Debit Card,9.99
T24494,2023-01-28,C1295,Water Bottle,Sports,1,24.99,24.99,East,Gift Card,9.99
T24495,2023-01-28,C3620,Notebook Set,Office,2,14.99,29.98,East,Credit Card,0.0
T24496,2023-01-28,C1359,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Credit Card,9.99
T24497,2023-01-28,C2527,Backpack,Office,1,59.99,59.99,Central,PayPal,4.99
T24498,2023-01-28,C4645,Coffee Maker,Home,1,89.99,89.99,West,Debit Card,4.99
T24499,2023-01-28,C3254,Yoga Mat,Sports,1,29.99,29.99,North,Debit Card,9.99
T24500,2023-01-28,C1572,Laptop Stand,Electronics,1,49.99,49.99,Central,Credit Card,0.0
T24501,2023-01-28,C4415,Phone Case,Electronics,2,19.99,39.98,South,Credit Card,0.0
T24502,2023-01-28,C1382,Running Shoes,Sports,2,119.99,239.98,North,Debit Card,9.99
T24503,2023-01-28,C1572,Backpack,Office,1,59.99,59.99,West,PayPal,0.0
T24504,2023-01-28,C1254,Water Bottle,Sports,2,24.99,49.98,Central,Gift Card,9.99
T24505,2023-01-28,C3449,Coffee Maker,Home,1,89.99,89.99,East,Credit Card,4.99
T24506,2023-01-28,C2850,Notebook Set,Office,2,14.99,29.98,South,Credit Card,0.0
